,Portfolio,NAME,WEIGHT,FUND_SDG01_ACHIEVE_SIGNAL,FUND_SDG02_ACHIEVE_SIGNAL,FUND_SDG03_ACHIEVE_SIGNAL,FUND_SDG04_ACHIEVE_SIGNAL,FUND_SDG05_ACHIEVE_SIGNAL,FUND_SDG06_ACHIEVE_SIGNAL,FUND_SDG07_ACHIEVE_SIGNAL,FUND_SDG08_ACHIEVE_SIGNAL,FUND_SDG09_ACHIEVE_SIGNAL,FUND_SDG10_ACHIEVE_SIGNAL,FUND_SDG11_ACHIEVE_SIGNAL,FUND_SDG12_ACHIEVE_SIGNAL,FUND_SDG13_ACHIEVE_SIGNAL,FUND_SDG14_ACHIEVE_SIGNAL,FUND_SDG15_ACHIEVE_SIGNAL,FUND_SDG16_ACHIEVE_SIGNAL,FUND_SDG17_ACHIEVE_SIGNAL
5,UK Financials,BEAZLEY PLC,0.12,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
6,UK Financials,MAN GROUP PLC,0.12,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
7,UK Financials,OSB GROUP PLC,0.12,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
8,UK Financials,CASH,0.016,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
0,Stable US Giants,KIMBERLY-CLARK CORPORATION,0.07,Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
1,Stable US Giants,"GENERAL MILLS, INC.",0.07,Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
2,Stable US Giants,Xcel Energy Inc.,0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
3,Stable US Giants,WALMART INC.,0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
4,Stable US Giants,"AMERICAN ELECTRIC POWER COMPANY, INC.",0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
5,Stable US Giants,DUKE ENERGY CORPORATION,0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
6,Stable US Giants,EXELON CORPORATION,0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
7,Stable US Giants,3M COMPANY,0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
8,Stable US Giants,BRISTOL-MYERS SQUIBB COMPANY,0.07,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
9,Stable US Giants,"CONSOLIDATED EDISON, INC.",0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
10,Stable US Giants,"GILEAD SCIENCES, INC.",0.07,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
11,Stable US Giants,JOHNSON & JOHNSON,0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
12,Stable US Giants,"REPUBLIC SERVICES, INC.",0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
13,Stable US Giants,VERIZON COMMUNICATIONS INC.,0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
14,Stable US Giants,ABBVIE INC.,0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
15,Stable US Giants,CASH,0.016,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
0,Australian REITs,MIRVAC GROUP,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
1,Australian REITs,GROWTHPOINT PROPERTIES AUSTRALIA LIMITED,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
2,Australian REITs,Abacus Property Group,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
3,Australian REITs,Charter Hall Social Infrastructure REIT,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
4,Australian REITs,BWP TRUST,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
5,Australian REITs,CROMWELL PROPERTY GROUP,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
6,Australian REITs,DEXUS,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
7,Australian REITs,THE GPT GROUP,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Aligned,Aligned,Not Aligned,Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
8,Australian REITs,INGENIA COMMUNITIES GROUP,0.05,Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
9,Australian REITs,CHARTER HALL RETAIL REIT,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
10,Australian REITs,STOCKLAND CORPORATION LTD,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Aligned,Aligned,Not Aligned,Aligned,Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned
11,Australian REITs,SHOPPING CENTRES AUSTRALASIA PROPERTY GROUP RE LIMITED,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
12,Australian REITs,CENTURIA INDUSTRIAL REIT,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
13,Australian REITs,NATIONAL STORAGE REIT,0.05,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
14,Australian REITs,Charter Hall Long WALE REIT,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
15,Australian REITs,WAYPOINT REIT LIMITED,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
16,Australian REITs,Centuria Office REIT,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
17,Australian REITs,GOODMAN GROUP,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
18,Australian REITs,CASH,0.0154,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
0,Hong Kong Technology,Lenovo Group Limited,0.16,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
1,Hong Kong Technology,ASM PACIFIC TECHNOLOGY LIMITED,0.16,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
2,Hong Kong Technology,CHINASOFT INTERNATIONAL LIMITED,0.16,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
3,Hong Kong Technology,KINGBOARD HOLDINGS LIMITED,0.16,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
4,Hong Kong Technology,KINGBOARD LAMINATES HOLDINGS LIMITED,0.16,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
5,Hong Kong Technology,ZTE Corporation,0.16,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
6,Hong Kong Technology,CASH,0.016,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
0,Singapore No Data is King,PACIFIC CENTURY REGIONAL DEVELOPMENTS LIMITED,0.16,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
1,Singapore No Data is King,Riverstone Holdings Ltd,0.16,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
2,Singapore No Data is King,SBS TRANSIT LTD,0.16,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
3,Singapore No Data is King,YANLORD LAND GROUP LIMITED,0.16,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
4,Singapore No Data is King,CapitaLand China Trust,0.16,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
5,Singapore No Data is King,SASSEUR REAL ESTATE INVESTMENT TRUST,0.16,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
6,Singapore No Data is King,CASH,0.016,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
0,Hong Kong Consumer,BOSIDENG INTERNATIONAL HOLDINGS LIMITED,0.1,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
1,Hong Kong Consumer,TINGYI (CAYMAN ISLANDS) HOLDING CORP.,0.1,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
2,Hong Kong Consumer,UNI-PRESIDENT CHINA HOLDINGS LTD.,0.1,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
3,Hong Kong Consumer,WANT WANT CHINA HOLDINGS LIMITED,0.1,Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
4,Hong Kong Consumer,AUSNUTRIA DAIRY CORPORATION LTD,0.1,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
5,Hong Kong Consumer,ZHONGSHENG GROUP HOLDINGS LIMITED,0.1,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
6,Hong Kong Consumer,WH GROUP LIMITED,0.1,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
7,Hong Kong Consumer,Fu Shou Yuan International Group Ltd,0.1,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
8,Hong Kong Consumer,Dali Foods Group Co Ltd,0.1,Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
9,Hong Kong Consumer,"YUM CHINA HOLDINGS, INC.",0.1,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned
10,Hong Kong Consumer,CASH,0.015,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
0,Mainland Europe Technology,CAPGEMINI SE,0.1,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
1,Mainland Europe Technology,Software Aktiengesellschaft,0.1,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
2,Mainland Europe Technology,AIXTRON SE,0.1,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
3,Mainland Europe Technology,ALTEN SA,0.1,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
4,Mainland Europe Technology,SOPRA STERIA GROUP SA,0.1,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
5,Mainland Europe Technology,Bechtle AG,0.1,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
6,Mainland Europe Technology,JENOPTIK AG,0.1,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
7,Mainland Europe Technology,STMicroelectronics N.V.,0.1,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
8,Mainland Europe Technology,EDENRED SE,0.1,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
9,Mainland Europe Technology,CANCOM SE,0.1,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
10,Mainland Europe Technology,CASH,0.015,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
0,Australian Financials,WESTPAC BANKING CORPORATION,0.1,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
1,Australian Financials,SUNCORP GROUP LIMITED,0.1,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
2,Australian Financials,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,0.1,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
3,Australian Financials,NIB HOLDINGS LTD,0.1,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
4,Australian Financials,AUB GROUP LIMITED,0.1,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
5,Australian Financials,PERPETUAL LIMITED,0.1,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
6,Australian Financials,COMMONWEALTH BANK OF AUSTRALIA,0.1,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
7,Australian Financials,MACQUARIE GROUP LIMITED,0.1,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
8,Australian Financials,NATIONAL AUSTRALIA BANK LIMITED,0.1,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
9,Australian Financials,MA Financial Group Ltd,0.1,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
10,Australian Financials,CASH,0.015,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
0,Electric Vehicle,FREEPORT-MCMORAN INC.,0.04,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
1,Electric Vehicle,ALBEMARLE CORPORATION,0.03,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
2,Electric Vehicle,INTEL CORPORATION,0.04,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
3,Electric Vehicle,Garmin Ltd.,0.04,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned
4,Electric Vehicle,SOUTHERN COPPER CORPORATION,0.04,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
5,Electric Vehicle,QUALCOMM INCORPORATED,0.03,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
6,Electric Vehicle,"CISCO SYSTEMS, INC.",0.04,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
7,Electric Vehicle,"SKYWORKS SOLUTIONS, INC.",0.03,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
8,Electric Vehicle,BORGWARNER INC.,0.04,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
9,Electric Vehicle,FORD MOTOR COMPANY,0.04,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
10,Electric Vehicle,LEAR CORPORATION,0.03,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
